,Unnamed: 0,iteration,phrase,sub_component,activating_phrase,max_value,max_token,feature_index,num_tokens_activated,total_activation,raw_data
1993,737,49,closing braces in code,software development,Collaboration with team members is key to successful software development projects.,0.0,<bos>,8327,0,0.0,"{'id': 'not_saved', 'tokens': ['<bos>', 'Collaboration', ' with', ' team', ' members', ' is', ' key', ' to', ' successful', ' software', ' development', ' projects', '.'], 'values': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], 'maxValue': 0, 'minValue': 0, 'modelId': 'gemma-2-2b', 'layer': '20-gemmascope-res-16k', 'index': 8327, 'creatorId': '', 'dataIndex': None, 'dataSource': 'Neuronpedia', 'maxValueTokenIndex': 0, 'createdAt': '2024-09-29T02:27:08.399Z'}"
1995,739,49,closing braces in code,coding standards,Establishing coding standards early in the project helps maintain code quality as the team grows.,0.0,<bos>,8327,0,0.0,"{'id': 'not_saved', 'tokens': ['<bos>', 'Establishing', ' coding', ' standards', ' early', ' in', ' the', ' project', ' helps', ' maintain', ' code', ' quality', ' as', ' the', ' team', ' grows', '.'], 'values': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], 'maxValue': 0, 'minValue': 0, 'modelId': 'gemma-2-2b', 'layer': '20-gemmascope-res-16k', 'index': 8327, 'creatorId': '', 'dataIndex': None, 'dataSource': 'Neuronpedia', 'maxValueTokenIndex': 0, 'createdAt': '2024-09-29T02:27:12.040Z'}"
2006,750,50,technical terms related to semiconductor devices and their components,integrated circuits,The integrated circuits contained multiple components on a single chip for compact design.,0.0,<bos>,9247,0,0.0,"{'id': 'not_saved', 'tokens': ['<bos>', 'The', ' integrated', ' circuits', ' contained', ' multiple', ' components', ' on', ' a', ' single', ' chip', ' for', ' compact', ' design', '.'], 'values': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], 'maxValue': 0, 'minValue': 0, 'modelId': 'gemma-2-2b', 'layer': '20-gemmascope-res-16k', 'index': 9247, 'creatorId': '', 'dataIndex': None, 'dataSource': 'Neuronpedia', 'maxValueTokenIndex': 0, 'createdAt': '2024-09-29T02:27:40.059Z'}"
1996,740,49,closing braces in code,coding standards,Regular code reviews can help enforce coding standards and identify areas for improvement.,0.0,<bos>,8327,0,0.0,"{'id': 'not_saved', 'tokens': ['<bos>', 'Regular', ' code', ' reviews', ' can', ' help', ' enforce', ' coding', ' standards', ' and', ' identify', ' areas', ' for', ' improvement', '.'], 'values': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], 'maxValue': 0, 'minValue': 0, 'modelId': 'gemma-2-2b', 'layer': '20-gemmascope-res-16k', 'index': 8327, 'creatorId': '', 'dataIndex': None, 'dataSource': 'Neuronpedia', 'maxValueTokenIndex': 0, 'createdAt': '2024-09-29T02:27:13.914Z'}"
1997,741,50,technical terms related to semiconductor devices and their components,transistors,The engineers tested the performance of the new transistors in various circuits.,0.0,<bos>,9247,0,0.0,"{'id': 'not_saved', 'tokens': ['<bos>', 'The', ' engineers', ' tested', ' the', ' performance', ' of', ' the', ' new', ' transistors', ' in', ' various', ' circuits', '.'], 'values': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], 'maxValue': 0, 'minValue': 0, 'modelId': 'gemma-2-2b', 'layer': '20-gemmascope-res-16k', 'index': 9247, 'creatorId': '', 'dataIndex': None, 'dataSource': 'Neuronpedia', 'maxValueTokenIndex': 0, 'createdAt': '2024-09-29T02:27:23.139Z'}"
1998,742,50,technical terms related to semiconductor devices and their components,transistors,Transistors are essential components in electronic devices for amplification and switching.,0.0,<bos>,9247,0,0.0,"{'id': 'not_saved', 'tokens': ['<bos>', 'Tran', 'sistors', ' are', ' essential', ' components', ' in', ' electronic', ' devices', ' for', ' amplification', ' and', ' switching', '.'], 'values': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], 'maxValue': 0, 'minValue': 0, 'modelId': 'gemma-2-2b', 'layer': '20-gemmascope-res-16k', 'index': 9247, 'creatorId': '', 'dataIndex': None, 'dataSource': 'Neuronpedia', 'maxValueTokenIndex': 0, 'createdAt': '2024-09-29T02:27:25.046Z'}"
1999,743,50,technical terms related to semiconductor devices and their components,transistors,Advanced transistors with higher efficiency were developed for next-generation devices.,0.0,<bos>,9247,0,0.0,"{'id': 'not_saved', 'tokens': ['<bos>', 'Advanced', ' transistors', ' with', ' higher', ' efficiency', ' were', ' developed', ' for', ' next', '-', 'generation', ' devices', '.'], 'values': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], 'maxValue': 0, 'minValue': 0, 'modelId': 'gemma-2-2b', 'layer': '20-gemmascope-res-16k', 'index': 9247, 'creatorId': '', 'dataIndex': None, 'dataSource': 'Neuronpedia', 'maxValueTokenIndex': 0, 'createdAt': '2024-09-29T02:27:26.911Z'}"
2000,744,50,technical terms related to semiconductor devices and their components,diodes,The diodes were used to regulate the flow of current in the circuit.,0.0,<bos>,9247,0,0.0,"{'id': 'not_saved', 'tokens': ['<bos>', 'The', ' diodes', ' were', ' used', ' to', ' regulate', ' the', ' flow', ' of', ' current', ' in', ' the', ' circuit', '.'], 'values': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], 'maxValue': 0, 'minValue': 0, 'modelId': 'gemma-2-2b', 'layer': '20-gemmascope-res-16k', 'index': 9247, 'creatorId': '', 'dataIndex': None, 'dataSource': 'Neuronpedia', 'maxValueTokenIndex': 0, 'createdAt': '2024-09-29T02:27:28.683Z'}"
2001,745,50,technical terms related to semiconductor devices and their components,diodes,Diodes are crucial for converting alternating current to direct current in power supplies.,0.0,<bos>,9247,0,0.0,"{'id': 'not_saved', 'tokens': ['<bos>', 'Dio', 'des', ' are', ' crucial', ' for', ' converting', ' alternating', ' current', ' to', ' direct', ' current', ' in', ' power', ' supplies', '.'], 'values': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], 'maxValue': 0, 'minValue': 0, 'modelId': 'gemma-2-2b', 'layer': '20-gemmascope-res-16k', 'index': 9247, 'creatorId': '', 'dataIndex': None, 'dataSource': 'Neuronpedia', 'maxValueTokenIndex': 0, 'createdAt': '2024-09-29T02:27:30.539Z'}"
2002,746,50,technical terms related to semiconductor devices and their components,diodes,High-frequency diodes were employed in microwave applications for signal rectification.,0.0,<bos>,9247,0,0.0,"{'id': 'not_saved', 'tokens': ['<bos>', 'High', '-', 'frequency', ' diodes', ' were', ' employed', ' in', ' microwave', ' applications', ' for', ' signal', ' rectification', '.'], 'values': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], 'maxValue': 0, 'minValue': 0, 'modelId': 'gemma-2-2b', 'layer': '20-gemmascope-res-16k', 'index': 9247, 'creatorId': '', 'dataIndex': None, 'dataSource': 'Neuronpedia', 'maxValueTokenIndex': 0, 'createdAt': '2024-09-29T02:27:32.346Z'}"
2003,747,50,technical terms related to semiconductor devices and their components,semiconductor materials,Silicon and germanium are commonly used semiconductor materials in device fabrication.,0.0,<bos>,9247,0,0.0,"{'id': 'not_saved', 'tokens': ['<bos>', 'Silicon', ' and', ' german', 'ium', ' are', ' commonly', ' used', ' semiconductor', ' materials', ' in', ' device', ' fabrication', '.'], 'values': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], 'maxValue': 0, 'minValue': 0, 'modelId': 'gemma-2-2b', 'layer': '20-gemmascope-res-16k', 'index': 9247, 'creatorId': '', 'dataIndex': None, 'dataSource': 'Neuronpedia', 'maxValueTokenIndex': 0, 'createdAt': '2024-09-29T02:27:34.247Z'}"
2004,748,50,technical terms related to semiconductor devices and their components,semiconductor materials,The researchers studied the properties of novel semiconductor materials for higher performance.,0.0,<bos>,9247,0,0.0,"{'id': 'not_saved', 'tokens': ['<bos>', 'The', ' researchers', ' studied', ' the', ' properties', ' of', ' novel', ' semiconductor', ' materials', ' for', ' higher', ' performance', '.'], 'values': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], 'maxValue': 0, 'minValue': 0, 'modelId': 'gemma-2-2b', 'layer': '20-gemmascope-res-16k', 'index': 9247, 'creatorId': '', 'dataIndex': None, 'dataSource': 'Neuronpedia', 'maxValueTokenIndex': 0, 'createdAt': '2024-09-29T02:27:36.275Z'}"
1984,728,49,closing braces in code,programming syntax,Syntax highlighting in the code editor helps developers spot errors in the programming syntax quickly.,0.0,<bos>,8327,0,0.0,"{'id': 'not_saved', 'tokens': ['<bos>', 'Syntax', ' highlighting', ' in', ' the', ' code', ' editor', ' helps', ' developers', ' spot', ' errors', ' in', ' the', ' programming', ' syntax', ' quickly', '.'], 'values': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], 'maxValue': 0, 'minValue': 0, 'modelId': 'gemma-2-2b', 'layer': '20-gemmascope-res-16k', 'index': 8327, 'creatorId': '', 'dataIndex': None, 'dataSource': 'Neuronpedia', 'maxValueTokenIndex': 0, 'createdAt': '2024-09-29T02:26:50.970Z'}"
1983,727,49,closing braces in code,programming syntax,Understanding programming syntax is crucial for writing efficient and bug-free code.,0.0,<bos>,8327,0,0.0,"{'id': 'not_saved', 'tokens': ['<bos>', 'Understanding', ' programming', ' syntax', ' is', ' crucial', ' for', ' writing', ' efficient', ' and', ' bug', '-', 'free', ' code', '.'], 'values': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], 'maxValue': 0, 'minValue': 0, 'modelId': 'gemma-2-2b', 'layer': '20-gemmascope-res-16k', 'index': 8327, 'creatorId': '', 'dataIndex': None, 'dataSource': 'Neuronpedia', 'maxValueTokenIndex': 0, 'createdAt': '2024-09-29T02:26:49.107Z'}"
1982,726,49,closing braces in code,programming syntax,The programmer followed the correct programming syntax to avoid syntax errors in the code.,0.0,<bos>,8327,0,0.0,"{'id': 'not_saved', 'tokens': ['<bos>', 'The', ' programmer', ' followed', ' the', ' correct', ' programming', ' syntax', ' to', ' avoid', ' syntax', ' errors', ' in', ' the', ' code', '.'], 'values': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], 'maxValue': 0, 'minValue': 0, 'modelId': 'gemma-2-2b', 'layer': '20-gemmascope-res-16k', 'index': 8327, 'creatorId': '', 'dataIndex': None, 'dataSource': 'Neuronpedia', 'maxValueTokenIndex': 0, 'createdAt': '2024-09-29T02:26:46.797Z'}"
1981,725,48,references to reported events or actions in news articles,media coverage,The media coverage of the press conference raised questions about the government's response to the crisis.,10.59375,<bos>,8013,1,0.0,"{'id': 'not_saved', 'tokens': ['<bos>', 'The', ' media', ' coverage', ' of', ' the', ' press', ' conference', ' raised', ' questions', ' about', ' the', ' government', ""'"", 's', ' response', ' to', ' the', ' crisis', '.'], 'values': [10.59375, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], 'maxValue': 10.59375, 'minValue': 0, 'modelId': 'gemma-2-2b', 'layer': '20-gemmascope-res-16k', 'index': 8013, 'creatorId': '', 'dataIndex': None, 'dataSource': 'Neuronpedia', 'maxValueTokenIndex': 0, 'createdAt': '2024-09-29T02:26:38.432Z'}"
1962,706,47,key-value pairs in a structured data format,information retrieval,Users could easily retrieve specific data points using the key-value pairs stored in the system.,12.03125,<bos>,8781,1,0.0,"{'id': 'not_saved', 'tokens': ['<bos>', 'Users', ' could', ' easily', ' retrieve', ' specific', ' data', ' points', ' using', ' the', ' key', '-', 'value', ' pairs', ' stored', ' in', ' the', ' system', '.'], 'values': [12.03125, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], 'maxValue': 12.03125, 'minValue': 0, 'modelId': 'gemma-2-2b', 'layer': '20-gemmascope-res-16k', 'index': 8781, 'creatorId': '', 'dataIndex': None, 'dataSource': 'Neuronpedia', 'maxValueTokenIndex': 0, 'createdAt': '2024-09-29T02:25:54.779Z'}"
1963,707,47,key-value pairs in a structured data format,information retrieval,Information retrieval speed was a critical factor in the design of the data storage solution.,12.03125,<bos>,8781,1,0.0,"{'id': 'not_saved', 'tokens': ['<bos>', 'Information', ' retrieval', ' speed', ' was', ' a', ' critical', ' factor', ' in', ' the', ' design', ' of', ' the', ' data', ' storage', ' solution', '.'], 'values': [12.03125, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], 'maxValue': 12.03125, 'minValue': 0, 'modelId': 'gemma-2-2b', 'layer': '20-gemmascope-res-16k', 'index': 8781, 'creatorId': '', 'dataIndex': None, 'dataSource': 'Neuronpedia', 'maxValueTokenIndex': 0, 'createdAt': '2024-09-29T02:25:56.603Z'}"
1964,708,47,key-value pairs in a structured data format,data modeling,Data modeling techniques were used to represent relationships between key-value pairs in the system.,12.03125,<bos>,8781,1,0.0,"{'id': 'not_saved', 'tokens': ['<bos>', 'Data', ' modeling', ' techniques', ' were', ' used', ' to', ' represent', ' relationships', ' between', ' key', '-', 'value', ' pairs', ' in', ' the', ' system', '.'], 'values': [12.03125, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], 'maxValue': 12.03125, 'minValue': 0, 'modelId': 'gemma-2-2b', 'layer': '20-gemmascope-res-16k', 'index': 8781, 'creatorId': '', 'dataIndex': None, 'dataSource': 'Neuronpedia', 'maxValueTokenIndex': 0, 'createdAt': '2024-09-29T02:25:58.443Z'}"
1965,709,47,key-value pairs in a structured data format,data modeling,The data modeling process helped identify the most effective way to structure the information.,11.828125,<bos>,8781,1,0.0,"{'id': 'not_saved', 'tokens': ['<bos>', 'The', ' data', ' modeling', ' process', ' helped', ' identify', ' the', ' most', ' effective', ' way', ' to', ' structure', ' the', ' information', '.'], 'values': [11.828125, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], 'maxValue': 11.828125, 'minValue': 0, 'modelId': 'gemma-2-2b', 'layer': '20-gemmascope-res-16k', 'index': 8781, 'creatorId': '', 'dataIndex': None, 'dataSource': 'Neuronpedia', 'maxValueTokenIndex': 0, 'createdAt': '2024-09-29T02:26:00.207Z'}"
1966,710,47,key-value pairs in a structured data format,data modeling,Advanced data modeling tools were employed to visualize and analyze the key aspects of the structured data.,12.03125,<bos>,8781,1,0.0,"{'id': 'not_saved', 'tokens': ['<bos>', 'Advanced', ' data', ' modeling', ' tools', ' were', ' employed', ' to', ' visualize', ' and', ' analyze', ' the', ' key', ' aspects', ' of', ' the', ' structured', ' data', '.'], 'values': [12.03125, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], 'maxValue': 12.03125, 'minValue': 0, 'modelId': 'gemma-2-2b', 'layer': '20-gemmascope-res-16k', 'index': 8781, 'creatorId': '', 'dataIndex': None, 'dataSource': 'Neuronpedia', 'maxValueTokenIndex': 0, 'createdAt': '2024-09-29T02:26:02.146Z'}"
1967,711,48,references to reported events or actions in news articles,breaking news,The news anchor interrupted the broadcast with breaking news about a developing situation.,10.4375,<bos>,8013,1,0.0,"{'id': 'not_saved', 'tokens': ['<bos>', 'The', ' news', ' anchor', ' interrupted', ' the', ' broadcast', ' with', ' breaking', ' news', ' about', ' a', ' developing', ' situation', '.'], 'values': [10.4375, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], 'maxValue': 10.4375, 'minValue': 0, 'modelId': 'gemma-2-2b', 'layer': '20-gemmascope-res-16k', 'index': 8013, 'creatorId': '', 'dataIndex': None, 'dataSource': 'Neuronpedia', 'maxValueTokenIndex': 0, 'createdAt': '2024-09-29T02:26:11.246Z'}"
1968,712,48,references to reported events or actions in news articles,breaking news,Citizens were urged to stay tuned to their local news channel for updates on the breaking news story.,10.59375,<bos>,8013,1,0.0,"{'id': 'not_saved', 'tokens': ['<bos>', 'Citizens', ' were', ' urged', ' to', ' stay', ' tuned', ' to', ' their', ' local', ' news', ' channel', ' for', ' updates', ' on', ' the', ' breaking', ' news', ' story', '.'], 'values': [10.59375, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], 'maxValue': 10.59375, 'minValue': 0, 'modelId': 'gemma-2-2b', 'layer': '20-gemmascope-res-16k', 'index': 8013, 'creatorId': '', 'dataIndex': None, 'dataSource': 'Neuronpedia', 'maxValueTokenIndex': 0, 'createdAt': '2024-09-29T02:26:13.288Z'}"
1969,713,48,references to reported events or actions in news articles,breaking news,Social media platforms quickly spread the breaking news to a global audience.,10.4375,<bos>,8013,1,0.0,"{'id': 'not_saved', 'tokens': ['<bos>', 'Social', ' media', ' platforms', ' quickly', ' spread', ' the', ' breaking', ' news', ' to', ' a', ' global', ' audience', '.'], 'values': [10.4375, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], 'maxValue': 10.4375, 'minValue': 0, 'modelId': 'gemma-2-2b', 'layer': '20-gemmascope-res-16k', 'index': 8013, 'creatorId': '', 'dataIndex': None, 'dataSource': 'Neuronpedia', 'maxValueTokenIndex': 0, 'createdAt': '2024-09-29T02:26:15.210Z'}"
1970,714,48,references to reported events or actions in news articles,investigative journalism,The team of journalists spent months conducting investigative journalism to uncover corruption in the government.,10.59375,<bos>,8013,1,0.0,"{'id': 'not_saved', 'tokens': ['<bos>', 'The', ' team', ' of', ' journalists', ' spent', ' months', ' conducting', ' investigative', ' journalism', ' to', ' uncover', ' corruption', ' in', ' the', ' government', '.'], 'values': [10.59375, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], 'maxValue': 10.59375, 'minValue': 0, 'modelId': 'gemma-2-2b', 'layer': '20-gemmascope-res-16k', 'index': 8013, 'creatorId': '', 'dataIndex': None, 'dataSource': 'Neuronpedia', 'maxValueTokenIndex': 0, 'createdAt': '2024-09-29T02:26:17.038Z'}"
1971,715,48,references to reported events or actions in news articles,investigative journalism,Award-winning documentaries have been produced based on the in-depth investigative journalism carried out by the news outlet.,10.59375,<bos>,8013,1,0.0,"{'id': 'not_saved', 'tokens': ['<bos>', 'Award', '-', 'winning', ' documentaries', ' have', ' been', ' produced', ' based', ' on', ' the', ' in', '-', 'depth', ' investigative', ' journalism', ' carried', ' out', ' by', ' the', ' news', ' outlet', '.'], 'values': [10.59375, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], 'maxValue': 10.59375, 'minValue': 0, 'modelId': 'gemma-2-2b', 'layer': '20-gemmascope-res-16k', 'index': 8013, 'creatorId': '', 'dataIndex': None, 'dataSource': 'Neuronpedia', 'maxValueTokenIndex': 0, 'createdAt': '2024-09-29T02:26:18.918Z'}"
1972,716,48,references to reported events or actions in news articles,investigative journalism,The investigative journalism team received accolades for their efforts in exposing corporate scandals.,10.4375,<bos>,8013,1,0.0,"{'id': 'not_saved', 'tokens': ['<bos>', 'The', ' investigative', ' journalism', ' team', ' received', ' accolades', ' for', ' their', ' efforts', ' in', ' exposing', ' corporate', ' scandals', '.'], 'values': [10.4375, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], 'maxValue': 10.4375, 'minValue': 0, 'modelId': 'gemma-2-2b', 'layer': '20-gemmascope-res-16k', 'index': 8013, 'creatorId': '', 'dataIndex': None, 'dataSource': 'Neuronpedia', 'maxValueTokenIndex': 0, 'createdAt': '2024-09-29T02:26:20.740Z'}"
1973,717,48,references to reported events or actions in news articles,press coverage,The public figure received extensive press coverage following their controversial statement during a press conference.,10.59375,<bos>,8013,1,0.0,"{'id': 'not_saved', 'tokens': ['<bos>', 'The', ' public', ' figure', ' received', ' extensive', ' press', ' coverage', ' following', ' their', ' controversial', ' statement', ' during', ' a', ' press', ' conference', '.'], 'values': [10.59375, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], 'maxValue': 10.59375, 'minValue': 0, 'modelId': 'gemma-2-2b', 'layer': '20-gemmascope-res-16k', 'index': 8013, 'creatorId': '', 'dataIndex': None, 'dataSource': 'Neuronpedia', 'maxValueTokenIndex': 0, 'createdAt': '2024-09-29T02:26:22.904Z'}"
1974,718,48,references to reported events or actions in news articles,press coverage,International media outlets provided in-depth press coverage of the humanitarian crisis in the region.,10.59375,<bos>,8013,1,0.0,"{'id': 'not_saved', 'tokens': ['<bos>', 'International', ' media', ' outlets', ' provided', ' in', '-', 'depth', ' press', ' coverage', ' of', ' the', ' humanitarian', ' crisis', ' in', ' the', ' region', '.'], 'values': [10.59375, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], 'maxValue': 10.59375, 'minValue': 0, 'modelId': 'gemma-2-2b', 'layer': '20-gemmascope-res-16k', 'index': 8013, 'creatorId': '', 'dataIndex': None, 'dataSource': 'Neuronpedia', 'maxValueTokenIndex': 0, 'createdAt': '2024-09-29T02:26:24.746Z'}"
